,CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,target,AveMonthSpend
1228,12293,,Tammy,A,Garcia,,5866 Orange St.,,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0164,1944-05-17,Bachelors ,Management,F,M,1,3,4,4,129525,1,88
1229,12294,,Shane,L,Kovar,,5194 Mendouno Dr,,London,England,United Kingdom,W1N 9FA,1 (11) 500 555-0186,1944-12-01,Bachelors ,Management,M,M,1,4,4,4,165819,1,147
1230,12295,,Dwayne,,Gomez,,"33, allée des Princes",,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0113,1945-03-21,Partial High School,Skilled Manual,M,S,1,4,1,3,81992,0,83
1231,12296,,Francisco,A,Sara,,"24, rue Descartes",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0166,1945-02-15,High School,Professional,M,M,0,2,1,5,95370,0,92
1232,12297,,Felicia,,Blanco,,Kurfürstenstr 599,,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0130,1945-01-08,Partial College,Professional,F,S,0,2,0,5,106234,0,47
1233,12298,,Crystal,,Zeng,,Auf Der Steige 6,,Neunkirchen,Saarland,Germany,66578,1 (11) 500 555-0184,1945-05-21,Partial College,Professional,F,S,0,2,0,5,105536,0,48
1234,12300,,Adriana,L,Gonzalez,,"310, rue des Rosiers",,Colomiers,Garonne (Haute),France,31770,1 (11) 500 555-0129,1946-07-18,Partial College,Professional,F,S,1,2,0,5,91944,0,49
1235,12301,,Nichole,,Nara,,"21, avenue de la Gare",,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0152,1946-12-05,Bachelors ,Management,F,S,1,4,3,3,120215,1,78
1236,12302,,Kevin,,Coleman,,Reiherweg 5,,Frankfurt,Hessen,Germany,60323,1 (11) 500 555-0167,1946-03-02,Bachelors ,Management,M,M,0,4,3,3,121875,0,124
1237,12303,,Kristi,,Alvarez,,3322 Haven Hill Drive,,London,England,United Kingdom,SW6 SBY,1 (11) 500 555-0111,1946-04-16,Partial College,Professional,F,M,1,4,4,4,147344,1,88
1238,12304,,Alejandro,A,Zhou,,8089 Mariposa Ct.,,London,England,United Kingdom,W10 6BL,1 (11) 500 555-0144,1946-06-05,Partial College,Professional,M,S,0,4,4,4,164728,1,132
1239,12305,,Xavier,,Bailey,,6720 Bryce Dr.,,Bury,England,United Kingdom,PE17,1 (11) 500 555-0129,1954-07-06,Partial College,Professional,M,M,0,1,2,4,120569,1,116
1240,12306,,Logan,A,Parker,,Wolfgangstraße 48,,Hof,Bayern,Germany,95010,1 (11) 500 555-0125,1953-06-06,Partial College,Professional,M,M,1,2,2,4,121668,1,112
1241,12307,,Brad,,She,,"12, rue Henri Gagnon",,Cergy,Val d'Oise,France,95000,1 (11) 500 555-0136,1954-11-13,High School,Professional,M,M,1,1,2,4,114108,0,112
1242,12308,,Margaret,,He,,"12bis, boulevard du Montparnasse",,Metz,Moselle,France,57000,1 (11) 500 555-0112,1954-04-25,High School,Professional,F,M,1,2,4,4,92664,1,91
1243,12309,,Omar,R,Raje,,4192 Mines Road,,Cambridge,England,United Kingdom,CB4 4BZ,1 (11) 500 555-0110,1954-10-05,Partial College,Professional,M,S,0,4,4,4,158166,1,141
1244,12310,,Stacy,,Munoz,,1545 Bannock Ct.,,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0162,1954-07-11,High School,Professional,F,S,0,4,4,4,139396,1,84
1245,12311,,Stanley,E,Weber,,7859 Green Valley Road,,London,England,United Kingdom,W1V 5RN,1 (11) 500 555-0133,1954-06-19,High School,Professional,M,S,0,1,5,5,161432,1,157
1246,12312,,Jake,,Zhao,,"454, boulevard Tremblay",,Paris,Seine (Paris),France,75007,1 (11) 500 555-0192,1953-11-10,Bachelors ,Management,M,M,1,4,4,4,122460,0,142
1247,12313,,Jaime,,Chande,,"15, rue Philibert-Delorme",,Paris,Seine (Paris),France,75010,1 (11) 500 555-0194,1953-06-05,Bachelors ,Management,M,S,1,4,4,4,119786,1,136
1248,12314,,Jill,J,Suarez,,Postfach 22 99 99,,Grevenbroich,Bayern,Germany,41485,1 (11) 500 555-0162,1953-09-20,Bachelors ,Management,F,M,1,1,5,5,133979,0,109
1249,12315,,Ann,S,Rodriguez,,4865 Rivewview,,London,England,United Kingdom,EC1R 0DU,1 (11) 500 555-0116,1953-09-19,Partial College,Professional,F,M,1,2,5,5,145398,1,112
1250,12316,,Alejandro,K,Luo,,2625 Pacheco St,,London,England,United Kingdom,W1V 5RN,1 (11) 500 555-0124,1953-11-25,Partial College,Professional,M,M,0,2,5,5,152144,0,164
1251,12318,,Kristina,,Schmidt,,181 Buena Vista,,Warrington,England,United Kingdom,WA1,1 (11) 500 555-0116,1953-05-03,Bachelors ,Management,F,M,0,3,5,5,136800,1,103
1252,12319,,Shannon,D,Ye,,Welt Platz 99,,Eilenburg,Brandenburg,Germany,4838,1 (11) 500 555-0116,1952-07-11,High School,Professional,F,M,1,2,1,4,99755,0,63
1253,12320,,Cheryl,A,Alvarez,,4716 Zebra Street,,Bracknell,England,United Kingdom,RG12 8TB,1 (11) 500 555-0154,1952-06-17,Partial College,Professional,F,S,1,3,5,5,135217,1,94
1254,12321,,Rosa,K,Hu,,"28, place du Tertre",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0192,1951-02-15,Partial High School,Skilled Manual,F,M,1,2,2,5,79227,0,65
1255,12323,,Lawrence,S,Alonso,,"8111, rue Basse-du-Rocher",,Suresnes,Hauts de Seine,France,92150,1 (11) 500 555-0169,1951-01-15,High School,Professional,M,M,1,2,2,4,119151,0,108
1256,12324,,Dale,,Lal,,Postfach 20 99 99,,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0130,1951-02-27,High School,Professional,M,S,1,3,1,4,122733,1,93
1257,12325,,Gloria,A,Martin,,4021 Raymond Dr,,London,England,United Kingdom,C2H 7AU,1 (11) 500 555-0111,1951-03-18,High School,Professional,F,M,1,3,5,5,140253,0,106
1258,12326,,Glenn,A,Zhou,,1516 Redbird Lane,,York,England,United Kingdom,YO15,1 (11) 500 555-0131,1951-02-03,Partial College,Management,M,S,0,4,5,5,167734,1,157
1259,12327,,Edwin,W,Liang,,Alte Landstr 1595,,Braunschweig,Nordrhein-Westfalen,Germany,38001,1 (11) 500 555-0112,1950-01-18,Partial College,Management,M,S,1,4,4,4,133180,1,131
1260,12329,,Bonnie,,Shan,,9192 High Maple Court,,York,England,United Kingdom,Y03 4TN,1 (11) 500 555-0145,1950-10-23,Partial College,Management,F,S,0,4,5,5,139924,1,97
1261,12330,,Preston,M,Raman,,Heiderplatz 918,,Essen,Hamburg,Germany,45001,1 (11) 500 555-0168,1949-06-21,Partial College,Management,M,M,1,4,4,4,125433,0,142
1262,12331,,Meagan,J,Chandra,,"54, rue Maillard",,Croix,Nord,France,59170,1 (11) 500 555-0199,1948-07-17,Partial High School,Skilled Manual,F,S,1,4,1,5,73718,0,55
1263,12332,,Andres,A,Nara,,"83, rue Jean Mermoz",,Paris,Seine (Paris),France,75003,1 (11) 500 555-0173,1948-08-10,High School,Management,M,M,1,3,1,4,120126,1,96
1264,12333,,Terrance,V,Rodriguez,,"16, rue des Grands Champs",,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0141,1948-11-18,High School,Management,M,M,0,3,1,4,124051,0,98
1265,12334,,Roy,,Jimenez,,1528 Marlene Drive,,London,England,United Kingdom,SW6 SBY,1 (11) 500 555-0131,1948-08-20,High School,Management,M,M,1,4,5,5,159678,1,163
1266,12335,,Francisco,W,Ashe,,2281 West Road,,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0160,1948-02-23,High School,Management,M,S,0,4,5,5,152541,1,147
1267,12336,,Wyatt,,Price,,7232 Mulberry,,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0119,1947-07-09,Graduate Degree,Professional,M,S,0,4,5,5,173625,1,151
1268,12337,,Dustin,,Goldstein,,9343 Ironwood Way,,Lavender Bay,New South Wales,Australia,2060,1 (11) 500 555-0190,1975-10-09,Bachelors ,Professional,M,S,0,2,0,0,98089,0,71
1269,14532,,Barbara,M,Wu,,"818, rue de Berri",,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0150,1962-11-21,Graduate Degree,Clerical,F,M,1,0,0,1,31886,0,51
1270,14532,,Barbara,M,Wu,,"818, rue de Berri",,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0150,1962-11-21,Graduate Degree,Clerical,F,M,1,0,0,1,31886,0,51
1271,14532,,Barbara,M,Wu,,"818, rue de Berri",,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0150,1962-11-21,Graduate Degree,Clerical,F,M,1,0,0,1,31886,0,51
1272,14532,,Barbara,M,Wu,,"818, rue de Berri",,Courbevoie,Hauts de Seine,France,92400,1 (11) 500 555-0150,1962-11-21,Graduate Degree,Clerical,F,M,1,0,0,1,31886,0,51
1273,12340,,Stacy,L,Diaz,,1456 Lake Nadine Pl.,,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0182,1976-11-05,Bachelors ,Professional,F,S,1,3,0,0,95199,0,51
1274,12341,,Katie,P,Kumar,,1463 Lincoln Dr,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0140,1976-09-09,Bachelors ,Professional,F,M,1,2,0,0,124300,0,55
1275,12342,,Morgan,L,Young,,2807 10th Avenue,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0195,1975-03-09,Bachelors ,Professional,F,M,1,3,0,0,83300,0,52
1276,12343,,Gloria,,Ruiz,,406 Countrywood Ct.,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0187,1974-06-04,Bachelors ,Professional,F,M,1,4,0,0,81731,0,50
1277,12344,,Dominique,,Perez,,1515 Palm Dr,,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0123,1975-06-02,Bachelors ,Professional,F,S,0,3,0,0,107136,1,52
1278,12345,,Alison,J,Raje,,4037 Kiska Court,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0176,1975-06-27,Bachelors ,Professional,F,S,1,3,0,0,102221,0,49
1279,12346,,Wesley,,Gao,,9266 Trees Drive,,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0115,1975-05-22,Bachelors ,Professional,M,S,0,2,0,0,123190,0,77
1280,12349,,Lacey,W,Yuan,,9852 Shirley Dr,,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0125,1974-07-26,Bachelors ,Professional,F,S,1,3,0,0,110624,0,51
1281,12350,,Logan,,Hernandez,,7625 Cloudview Dr.,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0112,1973-02-25,Bachelors ,Professional,M,M,1,3,0,0,125122,0,85
1282,12351,,Cara,,Zhang,,1860 Holiday Hill Dr.,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0124,1973-10-02,High School,Management,F,M,1,2,5,5,98670,1,93
1283,12352,,Ramon,D,Zhang,,3648 Willow Drive,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0136,1973-03-05,High School,Management,M,M,0,2,5,5,120108,1,157
1284,12353,,Joe,,Ramos,,8080 Lancelot Dr.,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0160,1973-10-20,Partial College,Management,M,M,0,3,5,5,154378,1,168
1285,12355,,Monique,C,Ortega,,5462 El Pintado Rd.,,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0177,1973-03-23,Partial High School,Professional,F,S,1,4,5,5,131905,1,98
1286,12356,,Julia,L,Wood,,1073 Bonnie Lane,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0148,1971-08-22,Bachelors ,Professional,F,S,0,3,0,0,123370,0,51
1287,12357,,Susan,C,Lu,,4519 Sequoia Drive,,Findon,South Australia,Australia,5023,1 (11) 500 555-0148,1971-04-07,High School,Management,F,S,1,3,5,5,93703,1,91
1288,12358,,Lacey,T,Raje,,8986 Rubiem Ct,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0115,1970-02-26,Partial High School,Professional,F,M,1,4,5,5,114511,1,98
1289,12359,,Veronica,R,Raman,,7107 Kingsford Dr.,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0157,1970-02-19,Graduate Degree,Professional,F,M,1,4,5,5,143067,1,106
1290,12360,,Mario,J,Goel,,4898 Hillview Dr.,,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0137,1971-07-26,Partial College,Management,M,S,1,4,5,5,163147,1,155
1291,12361,,Dana,C,Diaz,,2241 Concord Place,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0194,1971-04-01,Partial High School,Management,F,M,0,4,5,5,133211,1,114
1292,12362,,Thomas,,Harrison,,2662 Limewood Place,,Lemon Grove,California,United States,91945,677-555-0112,1941-07-06,Bachelors ,Management,M,S,1,2,0,5,118848,0,70
1293,12363,,Kayla,D,Thompson,,412 Miller Dr.,,Langford,British Columbia,Canada,V9,918-555-0192,1941-12-25,Graduate Degree,Management,F,M,0,1,4,4,139508,1,90
1294,12364,,Erin,,Rogers,,8387 E. Lane Rd.,,Port Orchard,Washington,United States,98366,920-555-0187,1941-10-28,Bachelors ,Management,F,M,1,4,3,3,131230,0,78
1295,12365,,Alex,C,Evans,,6478 Fenway,,Bremerton,Washington,United States,98312,948-555-0138,1942-02-12,Bachelors ,Management,M,M,0,2,0,5,128803,0,82
1296,12366,,Stephanie,R,Cox,,9064 La Paz,,Ballard,Washington,United States,98107,798-555-0198,1942-07-10,Bachelors ,Management,F,M,1,2,0,5,102608,0,48
1297,12367,,Trinity,L,Townsend,,370 Treat Blvd,,Leeds,England,United Kingdom,LE18,1 (11) 500 555-0155,1973-08-22,Partial High School,Manual,F,S,0,2,0,0,21915,0,38
1298,12368,,Rodney,L,Rubio,,"40, rue Royale",,Metz,Moselle,France,57000,1 (11) 500 555-0119,1973-06-22,Partial High School,Manual,M,S,0,2,0,0,23727,0,57
1299,12369,,Terrence,,Lal,,2680 Claudia Drive,,Melton,Victoria,Australia,3337,1 (11) 500 555-0168,1963-10-06,Bachelors ,Professional,M,S,0,4,4,4,104417,1,135
1300,12370,,Preston,,Perez,,8306 Sun Tree Lane,,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0136,1963-06-27,Bachelors ,Professional,M,M,1,2,2,3,97847,0,108
1301,12371,,Stefanie,,Subram,,8433 Pacifica Avenue,#331,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0113,1963-02-14,Bachelors ,Professional,F,S,1,2,2,3,87353,1,62
1302,12372,,Darren,,Prasad,,P.O. Box 1052,,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0193,1963-09-18,Bachelors ,Professional,M,S,0,2,2,3,100306,1,103
1303,12373,,Isaac,G,Gray,,"558, rue Faubourg St Antoine",,Versailles,Yveline,France,78000,1 (11) 500 555-0161,1974-08-06,Partial College,Clerical,M,S,0,1,0,0,55146,0,69
1304,12374,,Marie,,Kapoor,,"1020, quai de Grenelle",,Croix,Nord,France,59170,1 (11) 500 555-0185,1980-03-28,Partial High School,Manual,F,S,0,2,0,0,15532,0,30
1305,12375,,Jarrod,,Raman,,"64, route de Marseille",,Cergy,Val d'Oise,France,95000,1 (11) 500 555-0158,1980-02-24,Partial High School,Manual,M,S,1,2,0,0,24223,0,57
1306,12376,,Holly,E,Perez,,4824 Kirkwood Ct.,,London,England,United Kingdom,W1N 9FA,1 (11) 500 555-0112,1980-04-01,Partial High School,Manual,F,S,0,2,0,0,15247,0,41
1307,12377,,Christopher,,Miller,,Buergermeister-ulrich-str 39,,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0116,1980-03-14,Partial High School,Manual,M,S,0,2,0,0,24615,0,58
1308,12378,,Brianna,P,Sanchez,,Zeiter Weg 9922,,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0164,1979-08-20,Partial College,Clerical,F,S,1,1,0,0,48865,0,42
1309,12379,,Bridget,E,Chande,,Lindenalle 4284,,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0153,1978-08-19,Partial College,Clerical,F,S,0,1,0,0,36971,0,38
1310,12380,,Omar,C,Yuan,,2153 Cloudview Dr.,,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0174,1974-03-07,High School,Manual,M,S,0,1,0,0,38427,1,64
1311,12381,,Johnny,G,Lal,,8396 Ruth Drive,,London,England,United Kingdom,SW8 1XD,1 (11) 500 555-0148,1974-02-17,Bachelors ,Skilled Manual,M,M,1,0,1,1,64202,0,89
1312,12382,,Tamara,,Chen,,9199 Park Glenn,,London,England,United Kingdom,SW8 4BG,1 (11) 500 555-0162,1972-11-11,Partial High School,Manual,F,S,0,2,0,0,20106,0,38
1313,12383,,Albert,M,Gomez,,"2401, rue des Bouchers",,Paris,Seine (Paris),France,75008,1 (11) 500 555-0177,1973-04-20,High School,Manual,M,S,0,1,0,0,41956,0,62
1314,27725,,Samuel,,Sharma,,1475 Doyle,,N. Vancouver,British Columbia,Canada,V7L 4J4,488-555-0164,1980-08-12,High School,Skilled Manual,M,M,0,2,0,0,58552,0,75
1315,27725,,Samuel,,Sharma,,1475 Doyle,,N. Vancouver,British Columbia,Canada,V7L 4J4,488-555-0164,1980-08-12,High School,Skilled Manual,M,M,0,2,0,0,58552,0,75
1316,27725,,Samuel,,Sharma,,1475 Doyle,,N. Vancouver,British Columbia,Canada,V7L 4J4,488-555-0164,1980-08-12,High School,Skilled Manual,M,M,0,2,0,0,58552,0,75
1317,27725,,Samuel,,Sharma,,1475 Doyle,,N. Vancouver,British Columbia,Canada,V7L 4J4,488-555-0164,1980-08-12,High School,Skilled Manual,M,M,0,2,0,0,58552,0,75
1318,12385,,Tara,,Raji,,6598 Lorie Ln.,,Berks,England,United Kingdom,SL4 1RH,1 (11) 500 555-0120,1973-03-27,Bachelors ,Skilled Manual,F,M,1,1,1,1,47575,0,56
1319,12386,,Katherine,S,Perry,,Erftplatz 654,,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0125,1972-04-08,Partial High School,Manual,F,S,0,2,0,0,24202,0,41
1320,12387,,Meredith,M,Vazquez,,"2425, avenue de l´Europe",,Villeneuve-d'Ascq,Nord,France,59491,1 (11) 500 555-0168,1972-12-27,High School,Manual,F,S,0,1,0,0,51979,0,49
1321,12388,,Casey,G,Kumar,,Platz des Landtags 55,,Kiel,Saarland,Germany,24044,1 (11) 500 555-0150,1972-07-19,High School,Manual,F,S,0,1,0,0,41710,0,40
1322,12389,,Albert,D,Jiménez,,"61, place de Fontenoy",,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0192,1972-07-06,High School,Manual,M,S,0,1,0,0,52825,1,70
1323,12390,,Denise,L,Martinez,,Am Grossen Dern 123,,Berlin,Hamburg,Germany,12311,1 (11) 500 555-0125,1972-09-17,Partial College,Clerical,F,S,0,1,1,1,29240,0,49
1324,15042,,Bryant,L,Perez,,1502 Marion Ct.,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0189,1977-01-21,Partial College,Manual,M,S,0,0,0,0,25281,0,58
1325,15042,,Bryant,L,Perez,,1502 Marion Ct.,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0189,1977-01-21,Partial College,Manual,M,S,0,0,0,0,25281,0,58
1326,15042,,Bryant,L,Perez,,1502 Marion Ct.,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0189,1977-01-21,Partial College,Manual,M,S,0,0,0,0,25281,0,58
1327,15042,,Bryant,L,Perez,,1502 Marion Ct.,,Coffs Harbour,New South Wales,Australia,2450,1 (11) 500 555-0189,1977-01-21,Partial College,Manual,M,S,0,0,0,0,25281,0,58
1328,12392,,Nichole,K,Nath,,3228 Pembroke Dr,,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0133,1971-07-26,Partial High School,Manual,F,S,0,2,0,0,10547,1,38
1329,12393,,Brenda,V,Sai,,"2, rue Lamarck",,Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0171,1971-07-16,Partial High School,Manual,F,S,0,2,0,0,17433,1,48
1330,12394,,Erika,,Serrano,,4919 Hames Court,,Liverpool,England,United Kingdom,L4 4HB,1 (11) 500 555-0193,1971-03-13,Partial High School,Manual,F,S,0,2,0,0,16426,0,39
1331,12395,,Kyle,K,Carter,,"8182, chaussée de Tournai",,Chatou,Yveline,France,78400,1 (11) 500 555-0120,1971-04-25,High School,Manual,M,S,1,1,0,0,49727,1,66
1332,12396,,Susan,E,Yang,,Erftplatz 900,,Hof,Bayern,Germany,95010,1 (11) 500 555-0175,1971-04-14,High School,Manual,F,S,1,1,0,0,39795,1,50
1333,12397,,Shaun,K,Chapman,,Am Grossen Dern 725,,Poing,Saarland,Germany,66041,1 (11) 500 555-0119,1970-03-14,Partial College,Clerical,M,S,1,0,2,2,55500,0,84
1334,12398,,Ashley,H,Clark,,"804, avenue du Québec",,Lille,Nord,France,59000,1 (11) 500 555-0196,1971-07-12,Partial College,Clerical,F,S,1,1,2,2,42233,1,58
1335,12399,,Henry,L,Chapman,,Knaackstr 556,,Braunschweig,Nordrhein-Westfalen,Germany,38001,1 (11) 500 555-0161,1971-09-12,Partial College,Clerical,M,S,1,1,2,2,41567,0,88
1336,12400,,Andy,F,Martin,,Winter der Böck 8456,,Essen,Hamburg,Germany,45001,1 (11) 500 555-0144,1971-11-12,Partial College,Clerical,M,S,1,1,2,2,53525,1,93
1337,12402,,Albert,,Moreno,,3941 Teakwood Dr,,London,England,United Kingdom,W1V 5RN,1 (11) 500 555-0171,1971-03-15,Partial College,Clerical,M,S,1,2,2,2,65972,1,91
1338,12403,,Henry,,Young,,7499 Yolanda Circle,,Watford,England,United Kingdom,WA3,1 (11) 500 555-0140,1971-06-18,Partial College,Clerical,M,S,1,2,2,2,61027,1,89
1339,12405,,Cole,,Sanchez,,2620 Tice,,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0185,1970-09-19,Partial College,Clerical,M,S,1,2,2,2,57704,1,93
1340,12408,,Jon,M,Lu,,Hauptstr 6146,,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0185,1970-02-05,Graduate Degree,Skilled Manual,M,S,0,0,0,0,76861,0,72
1341,12409,,Savannah,E,Hill,,1583 Westwood Lane,,Santa Cruz,California,United States,95062,584-555-0142,1975-03-23,Partial College,Clerical,F,S,1,0,3,3,46114,1,66
1342,12410,,Mariah,,Richardson,,8032 Gumwood,,Beverly Hills,California,United States,90210,691-555-0171,1975-12-06,Partial College,Clerical,F,S,1,0,3,3,46775,1,65
1343,12411,,Kevin,,Alexander,,6115 Glenside Court,,Concord,California,United States,94519,915-555-0172,1975-10-02,Partial College,Clerical,M,S,1,1,3,3,52681,0,99
1344,12412,,Mackenzie,K,Wright,,2287 El Dorado,,Downey,California,United States,90241,785-555-0197,1930-10-20,Graduate Degree,Skilled Manual,F,M,1,0,0,1,69526,0,40
1345,12413,,James,L,Gonzales,,5719 A St.,,Olympia,Washington,United States,98501,988-555-0116,1966-03-07,Graduate Degree,Skilled Manual,M,S,0,0,0,0,109280,1,80
1346,12414,,Ethan,A,Lal,,8524 C Mt. Hood Circle,,Oregon City,Oregon,United States,97045,569-555-0151,1966-06-21,Graduate Degree,Skilled Manual,M,S,0,0,0,0,108026,1,78
1347,12415,,Brianna,G,Richardson,,9178 Sand Pointe Lane,,W. Linn,Oregon,United States,97068,424-555-0194,1966-11-02,Graduate Degree,Skilled Manual,F,S,0,0,0,0,79990,0,54
1348,12416,,Veronica,S,Martinez,,492 Loveridge Circle,,Bellflower,California,United States,90706,114-555-0170,1966-08-14,Graduate Degree,Skilled Manual,F,S,1,0,0,0,69061,0,45
1349,12417,,Alexis,A,Bryant,,4617 Sheppard Way,,Chula Vista,California,United States,91910,535-555-0111,1966-11-25,Graduate Degree,Skilled Manual,F,S,1,0,0,0,88483,1,53
1350,12418,,Robert,,Hernandez,,1725 La Salle Ave.,,Corvallis,Oregon,United States,97330,175-555-0178,1953-10-24,High School,Manual,M,S,0,2,0,2,17633,0,60
1351,12419,,Destiny,A,Bell,,8807 Soto St.,,Bremerton,Washington,United States,98312,419-555-0128,1953-06-05,Bachelors ,Skilled Manual,F,M,1,1,0,1,54677,0,49
1352,12421,,Cameron,A,Hughes,,6396 Market Place,,Newport Beach,California,United States,92625,287-555-0142,1953-03-12,Bachelors ,Skilled Manual,M,M,1,1,0,1,62826,0,75
1353,12423,,Sarah,,Thompson,,6277 Morengo Ct.,,Olympia,Washington,United States,98501,412-555-0111,1954-04-25,Partial High School,Clerical,F,S,0,2,0,3,28591,0,39
1354,12424,,Rebecca,M,Mitchell,,9809 St. Germain Lane,,Sedro Woolley,Washington,United States,98284,337-555-0114,1954-09-24,High School,Manual,F,M,1,1,0,1,34596,0,51
1355,12425,,Brandon,C,White,,9146 Columbia River Ct.,,Walla Walla,Washington,United States,99362,716-555-0187,1954-03-05,High School,Clerical,M,M,1,1,0,1,61719,0,78
1356,12426,,Cody,,Cox,,4693 Mills Dr.,,Lakewood,California,United States,90712,328-555-0119,1954-09-23,Partial College,Clerical,M,M,1,1,0,1,66810,0,77
1357,12427,,Kimberly,C,Stewart,,6289 Via Del Verdes,,San Diego,California,United States,92102,732-555-0139,1954-02-08,Partial College,Clerical,F,M,1,1,0,1,46667,0,48
1358,12428,,Sean,K,Morris,,6603 Jennifer Way,,San Gabriel,California,United States,91776,951-555-0193,1955-02-07,Partial College,Clerical,M,M,1,1,0,1,43510,0,74
1359,12429,,Melvin,,Black,,4176 Alexander Pl,,Concord,California,United States,94519,810-555-0164,1955-11-27,Partial College,Clerical,M,M,1,1,0,1,69294,0,76
1360,12430,,Kaitlyn,L,Thompson,,5675 Fairoaks Way,,Sooke,British Columbia,Canada,V0,445-555-0190,1955-04-01,Partial College,Clerical,F,M,1,1,0,1,40531,0,42
1361,12431,,Wyatt,R,Thomas,,8033 Chaucer Drive,,Sooke,British Columbia,Canada,V0,213-555-0147,1955-03-21,Partial College,Clerical,M,M,1,1,0,1,57762,0,72
1362,12432,,Nathan,,Clark,,342 Summerfield Dr.,,Glendale,California,United States,91203,809-555-0149,1955-07-25,Partial College,Clerical,M,M,1,1,0,1,46306,0,69
1363,12433,,Antonio,E,Price,,4451 Carmel Dr.,,San Gabriel,California,United States,91776,652-555-0177,1955-07-20,Partial College,Clerical,M,M,1,1,0,1,51433,0,69
1364,12434,,Thomas,M,Kumar,,3344 Arguello Blvd.,,Tacoma,Washington,United States,98403,404-555-0141,1955-03-09,Partial College,Clerical,M,M,1,1,0,1,43290,0,71
1365,12435,,Christy,,Zhou,,7527 Brook Way,,Bell Gardens,California,United States,90201,721-555-0117,1955-10-10,Partial College,Clerical,F,M,1,1,0,1,33125,0,42
1366,12436,,Albert,A,Diaz,,8574 Hidden Oak Ct.,,Burien,Washington,United States,98168,744-555-0110,1955-06-18,Partial College,Clerical,M,M,1,1,0,1,58208,0,76
1367,12437,,Jeremy,,Young,,1459 Placer Dr.,,Salem,Oregon,United States,97301,657-555-0116,1955-06-15,Partial College,Clerical,M,M,1,1,0,1,49361,0,70
1368,12438,,Bailey,,Rogers,,6120 Evergreen Ct.,# 126,Colma,California,United States,94014,161-555-0140,1955-10-19,Graduate Degree,Skilled Manual,F,S,1,0,0,5,108458,0,47
1369,12439,,Megan,J,Bennett,,2176 Apollo Way,,Beaverton,Oregon,United States,97005,802-555-0150,1956-05-26,Partial College,Clerical,F,M,1,1,0,1,47915,0,41
